clustered,ecoinvent_prod,manual_match_certainty,hard no
agave syrup,sodium silver thiosulfate,no,
agave syrup,"fava bean, organic",no,
aged cheeses,"cheese, from cow milk, fresh, unripened",high,
aged cheeses,dairy,no,
agen prune juice,zinc concentrate,no,
agen prunes,Distiller's Dried Grains with Solubles,no,
agen prunes,cucumber,no,
agen prunes,lettuce,no,
agitator tanks,"tanker, for petroleum",no,
agitator tanks,liquid manure tank trailer,no,
agitator tanks,hot water tank factory,no,
agitator tanks,barge tanker,no,
agitator tanks,"tanker, for liquefied natural gas",no,
agitators for wastewater treatment,"wastewater treatment facility, capacity 1.6E8l/year",no,
agitators for wastewater treatment,"wastewater treatment facility, capacity 1E9l/year",no,
agitators for wastewater treatment,"wastewater treatment facility, capacity 5E9l/year",no,
agitators for wastewater treatment,"wastewater treatment facility, capacity 1.1E10l/year",no,
agitators for wastewater treatment,ion-exchanger for water treatment,no,
agricultural bikes,"tractor, 4-wheel, agricultural",no,
agricultural bikes,agricultural trailer,no,
agricultural bikes,bicycle,no,
agricultural bikes,"agricultural machinery, unspecified",no,
agricultural bikes,used bicycle,no,
agricultural canvas,"agricultural machinery, unspecified",no,
agricultural canvas,agricultural trailer,no,
agricultural canvas,"packing, clay product",no,
agricultural canvas,planting,no,
agricultural canvas,"paper, woodcontaining, lightweight coated",no,
agricultural conveyor,conveyor belt,medium,
agricultural conveyor,"agricultural machinery, unspecified",no,
agricultural conveyor,"transport, freight, conveyor belt",medium,
agricultural conveyor,"agricultural machinery, tillage",no,
agricultural conveyor,"transport, tractor and trailer, agricultural",no,
agricultural diesel fuel,"diesel, burned in agricultural machinery",high,
agricultural diesel fuel,diesel,medium,
agricultural diesel fuel,"diesel, burned in diesel-electric generating set, 10MW, for oil and gas extraction",medium,
agricultural diesel fuel,"diesel, low-sulfur",medium,
agricultural diesel fuel,"diesel, burned in diesel-electric generating set, 10MW",medium,
agricultural lubricants,lubricating oil,high,
agricultural lubricants,"agricultural machinery, unspecified",no,
agricultural lubricants,used vegetable cooking oil,no,
agricultural lubricants,"cottonseed oil, crude",no,
agricultural lubricants,"diesel, burned in agricultural machinery",no,
agricultural nets,"agricultural machinery, unspecified",no,
agricultural nets,irrigation,no,
agricultural nets,"agricultural machinery, tillage",no,
agricultural nets,"harvesting, forestry harvester",no,
agricultural nets,"tractor, 4-wheel, agricultural",no,
agricultural sheds,shed,high,
agricultural sheds,agricultural trailer,no,
agricultural sheds,"shed, large, wood, non-insulated, fire-unprotected",high,
agricultural sheds,"tillage, ploughing",no,
agricultural sheds,"agricultural machinery, tillage",no,
agricultural springs,agricultural trailer,no,
agricultural springs,"agricultural machinery, unspecified",no,
agricultural springs,"tractor, 4-wheel, agricultural",no,
agricultural springs,"potato seed, at farm",no,
agricultural springs,"maize seed, at farm",no,
agricultural twine,agricultural trailer,no,
agricultural twine,"agricultural machinery, unspecified",no,
agricultural twine,"potato seed, at farm",no,
agricultural twine,"wheat grain, feed",no,
agricultural twine,"potato seed, organic, at farm",no,
agriculture hoses,irrigation,no,
agriculture hoses,"agricultural machinery, unspecified",no,
agriculture hoses,"agricultural machinery, tillage",no,
agriculture hoses,agricultural trailer,no,
agriculture hoses,"manure, liquid, cattle",no,
agrochemicals,"chemical factory, organics",no,
agrochemicals,chemical factory,no,
agrochemicals,"mine infrastructure, potash salt",no,
agrochemicals,"mine infrastructure, gold-silver-zinc-lead-copper",no,
agrochemicals,"phosphoric acid factory, fertiliser grade",no,
air bag,vacuum cleaner,no,
air bag,air separation facility,no,
air bag,airport,no,
air bag,paper sack,no,
air bag,"thermal energy storage, for adiabatic compressed air energy storage",no,
air balloons,helium,no,
air balloons,"helium, crude",no,
air cargo pallets,"aircraft, belly freight, short haul",no,
air cargo pallets,"aircraft, belly freight, long haul",no,
air cargo pallets,"aircraft, belly freight, very short haul",no,
air cargo pallets,"aircraft, belly freight, medium haul",no,
air cargo pallets,"aircraft, dedicated freight, long haul",no,
air chain hoists,air separation facility,no,
air chain hoists,ventilation components factory,no,
air circulators,"ventilation system, central, 1 x 720 m3/h, polyethylene ducts, with earth tube heat exchanger",no,
air circulators,"ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts, with earth tube heat exchanger",no,
air circulators,"ventilation system, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger",no,
air circulators,"ventilation system, decentralized, 6 x 120 m3/h, steel ducts, with earth tube heat exchanger",no,
air circulators,"ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts",no,
air cleaners,vacuum cleaner,no,
air cleaners,air separation facility,no,
air cleaners,"air filter, decentralized unit, 250 m3/h",high,
air cleaners,filter dust from Al electrolysis,no,
air cleaners,ventilation components factory,no,
air cleaning,vacuum cleaner,no,
air cleaning,air separation facility,no,
air cleaning,"basic oxygen furnace dust, for recovery",no,
air cleaning,basic oxygen furnace dust,no,
air cleaning,filter dust from Al electrolysis,no,
air compressor,"air compressor, screw-type compressor, 300kW",high,
air compressor,"air compressor, screw-type compressor, 4kW",high,
air compressor,"gas turbine, 80MW, for compressed air energy storage",no,
air compressor,"compressed air, 800 kPa gauge",no,
air compressor,"compressed air energy storage plant, 200 MW electrical",no,
air conditioner,"blower and heat exchange unit, Avent E 97",no,
air conditioner,used blower and heat exchange unit Avent E 97,no,
air conditioner,air separation facility,no,
air conditioner,used blower and heat exchange unit KWLC 1200,no,
air conditioner,"air filter, decentralized unit, 250 m3/h",no,
air conditioners for camper vans,"air distribution terminal panel, steel, 120 m3/h",no,
air conditioners for camper vans,used ventilation control and wiring decentralized unit,no,
air conditioners for camper vans,"ventilation control and wiring, decentralized unit",no,
air conditioners for camper vans,"gas turbine, 80MW, for compressed air energy storage",no,
air conditioners for camper vans,used ventilation control and wiring central unit,no,
air conditioners for caravans,"used blower and heat exchange unit decentralized, 180-250 m3/h",no,
air conditioners for caravans,"used blower and heat exchange unit central, 600-1200 m3/h",no,
air conditioners for caravans,"air filter, decentralized unit, 180-250 m3/h",no,
air conditioners for caravans,"blower and heat exchange unit, decentralized, 180-250 m3/h",no,
air conditioners for caravans,"air distribution terminal panel, steel, 120 m3/h",no,
air conditioners for industrial use,used industrial electronic device,no,
air conditioners for industrial use,used blower and heat exchange unit Avent E 97,no,
air conditioners for industrial use,used blower and heat exchange unit Twl-700,no,
air conditioners for industrial use,used blower and heat exchange unit KWLC 1200,no,
air conditioners for industrial use,"used blower and heat exchange unit decentralized, 180-250 m3/h",no,
air conditioners for industrial vehicles,"air filter, decentralized unit, 180-250 m3/h",no,
air conditioners for industrial vehicles,"air compressor, screw-type compressor, 300kW",no,
air conditioners for industrial vehicles,"air filter, decentralized unit, 250 m3/h",no,
air conditioners for industrial vehicles,"air input/output unit, heat and power co-generation unit, 160kW electrical",no,
air conditioners for industrial vehicles,"used air filter decentralized unit, 180-250 m3/h",no,
air conditioners for motor vehicles,"air filter, decentralized unit, 180-250 m3/h",no,
air conditioners for motor vehicles,"air filter, decentralized unit, 250 m3/h",no,
air conditioners for motor vehicles,"used blower and heat exchange unit decentralized, 180-250 m3/h",no,
air conditioners for motor vehicles,used blower and heat exchange unit Avent E 97,no,
air conditioners for motor vehicles,"used air filter decentralized unit, 180-250 m3/h",no,
air conditioning system filters,"air filter, central unit, 600 m3/h",no,
air conditioning system filters,"used air filter central unit, 600 m3/h",no,
air conditioning system filters,"used air filter decentralized unit, 180-250 m3/h",no,
air conditioning system filters,"used air filter decentralized unit, 250 m3/h",no,
air conditioning system filters,"air filter, decentralized unit, 180-250 m3/h",no,
air conditioning unit,"air input/output unit, heat and power co-generation unit, 160kW electrical",medium,
air conditioning unit,"blower and heat exchange unit, Avent E 97",no,
air conditioning unit,"blower and heat exchange unit, KWLC 1200",no,
air conditioning unit,"air filter, decentralized unit, 250 m3/h",no,
air conditioning unit,"air filter, central unit, 600 m3/h",no,
air cooler,cooling energy,no,
air cooler,air separation facility,no,
air cooler,"heat, air-water heat pump 10kW",no,
air cooler,"thermal energy storage, for adiabatic compressed air energy storage",no,
air cooler,"operation, reefer, cooling",no,
air dehumidifier,air separation facility,no,
air dehumidifier,"blower and heat exchange unit, Avent E 97",no,
air dehumidifier,used blower and heat exchange unit Avent E 97,no,
air dehumidifier,ventilation components factory,no,
air dehumidifier,"blower and heat exchange unit, decentralized, 180-250 m3/h",no,
air deodorizers,air separation facility,no,
air deodorizers,"dust collector, electrostatic precipitator, for domestic use",no,
air deodorizers,vacuum cleaner,no,
air deodorizers,ventilation components factory,no,
air deodorizers,hexafluoroethane,no,
air dryers,dryer,medium,
air dryers,hair dryer,no,
air dryers,"dried roughage store, cold-air dried, conventional",no,
air dryers,"drying, natural gas",no,
air dryers,"dried roughage store, air dried, solar",no,
air exchanger,air separation facility,no,
air exchanger,"blower and heat exchange unit, Avent E 97",medium,
air exchanger,used blower and heat exchange unit Avent E 97,medium,
air exchanger,"blower and heat exchange unit, decentralized, 180-250 m3/h",medium,
air exchanger,airport,no,
air filter media,"air filter, in exhaust air valve",no,
air filter media,"used air filter decentralized unit, 180-250 m3/h",no,
air filter media,"air filter, decentralized unit, 180-250 m3/h",no,
air filter media,"air filter, decentralized unit, 250 m3/h",no,
air filter media,"used air filter decentralized unit, 250 m3/h",no,
air filters,"air filter, in exhaust air valve",medium,
air filters,"air filter, central unit, 600 m3/h",medium,
air filters,"air filter, decentralized unit, 250 m3/h",medium,
air filters,"air filter, decentralized unit, 180-250 m3/h",medium,
air filters,"used air filter decentralized unit, 180-250 m3/h",medium,
air filters for dust extraction,filter dust from Al electrolysis,no,
air filters for dust extraction,"basic oxygen furnace dust, for recovery",no,
air filters for dust extraction,"dust collector, electrostatic precipitator, for domestic use",medium,
air filters for dust extraction,basic oxygen furnace dust,no,
air filters for dust extraction,"dust collector, electrostatic precipitator, for industrial use",medium,
air filters for motor vehicles,"air filter, in exhaust air valve",medium,
air filters for motor vehicles,"used air filter decentralized unit, 180-250 m3/h",medium,
air filters for motor vehicles,"used air filter decentralized unit, 250 m3/h",medium,
air filters for motor vehicles,used air filter in exhaust air valve,medium,
air filters for motor vehicles,"air filter, decentralized unit, 180-250 m3/h",medium,
air flow gauge,"compressed air, 1200 kPa gauge",no,
air flow gauge,"compressed air, 700 kPa gauge",no,
air flow gauge,"compressed air, 1000 kPa gauge",no,
air flow gauge,"compressed air, 600 kPa gauge",no,
air flow gauge,"compressed air, 800 kPa gauge",no,
air flow meter,"compressed air, 1000 kPa gauge",no,
air flow meter,"used air filter central unit, 600 m3/h",no,
air flow meter,"compressed air, 1200 kPa gauge",no,
air flow meter,"compressed air, 800 kPa gauge",no,
air flow meter,"compressed air, 700 kPa gauge",no,
air flow regulators,"air filter, in exhaust air valve",no,
air flow regulators,"air filter, decentralized unit, 180-250 m3/h",no,
air flow regulators,"used air filter decentralized unit, 180-250 m3/h",no,
air flow regulators,"air filter, decentralized unit, 250 m3/h",no,
air flow regulators,"used air filter decentralized unit, 250 m3/h",no,
air forwarding,"forwarding, forwarder",no,
air forwarding,forwarder,no,
air forwarding,air separation facility,no,
air forwarding,"transport, helicopter",no,
air freshener,air separation facility,no,
air freshener,"drying, natural gas",no,
air freshener,"operation, dried roughage store, cold-air dried, conventional",no,
