Unnamed: 0,clustered,ecoinvent_prod,manual_match_certainty,manual_certainty,hard no
518,adhesives for boating,polyurethane adhesive,medium,yes,
519,adhesives for boating,"fibreboard, soft, without adhesives",no,no,
520,adhesives for boating,adhesive mortar,no,no,
521,adhesives for boating,melamine urea formaldehyde adhesive,no,no,
522,adhesives for metals,"adhesive, for metal",high,yes,
523,adhesives for metals,polyurethane adhesive,no,no,
524,adhesives for metals,"metallization paste, front side",no,no,
525,adhesives for metals,adhesive mortar,no,no,
526,adhesives for metals,"metallization paste, back side",no,no,
527,adhesives for shoes,"adhesive, for metal",no,no,
528,adhesives for shoes,polyurethane adhesive,high,yes,
529,adhesives for shoes,melamine urea formaldehyde adhesive,no,no,
530,adhesives for shoes,adhesive mortar,no,no,
531,adhesives for shoes,"fibreboard, soft, without adhesives",no,no,
532,adjustable speed control motors,"electric motor, for electric scooter",no,no,
533,adjustable speed control motors,"controller, for electric scooter",no,no,
534,adjustable valves for gas welding machines,"welding, gas, steel",no,no,
535,adjustable valves for gas welding machines,gas boiler,no,no,
536,adjustable valves for gas welding machines,"pipeline, natural gas, low pressure distribution network",no,no,
537,adjustable valves for gas welding machines,"pipeline, natural gas, high pressure distribution network",no,no,
538,adjustable valves for gas welding machines,"welding, arc, steel",no,no,
539,adjuvants for drinks,fatty alcohol sulfate,no,no,
540,advanced controller,"controller, for electric scooter",no,no,
541,advanced controller,"electronics, for control units",no,no,
542,advent calendar,"calendering, rigid sheets",no,no,
543,advent calendar,"thermoforming, with calendering",no,no,
544,advertising cans,used beverage cans,no,no,
545,aeration,"wastewater, unpolluted",no,no,
546,aeration,autoclaved aerated concrete block,no,no,
547,aeration,"water, decarbonised",no,no,
548,aeration,"water, deionised",no,no,
549,aeration,ethoxylated alcohol (AE7),no,no,
550,aerial cables,"cable, unspecified",medium,yes,
551,aerial cables,"maintenance, transmission network, electricity, high voltage direct current aerial line",no,no,
552,aerial cables,"transmission network, electricity, high voltage direct current aerial line",no,no,
553,aerial cables,cable yarding,no,no,
554,aerial cables,"cable, three-conductor cable",medium,yes,
555,"aerials, radio","maintenance, transmission network, electricity, high voltage direct current aerial line",no,no,
556,"aerials, radio","transport, helicopter",no,no,
557,"aerials, radio","transmission network, electricity, high voltage direct current aerial line",no,no,
558,"aerials, radio",helicopter,no,no,
559,"aerials, radio","receiver system, solar tower power plant, 20 MW",no,no,
560,aerogel,foaming agent,no,no,
561,aerogel,polyacrylamide,no,no,
562,aerogel,acrylonitrile,no,no,
563,aerogel,butyl acrylate,no,no,
564,aerogel,trimethylamine,no,no,
565,aerogenerators,ventilation components factory,no,no,
566,aerogenerators,"swath, by rotary windrower",no,no,
567,aerogenerators,"dust collector, electrostatic precipitator, for domestic use",no,no,
568,aerogenerators,"dust collector, electrostatic precipitator, for industrial use",no,no,
569,aerogenerators,"dust collector, multicyclone",no,no,
570,aeronautical load banks,"aircraft, belly freight, long haul",no,no,
571,aeronautical load banks,"aircraft, dedicated freight, long haul",no,no,
572,aeronautical raw metallic materials,"aluminium, in mixed metal scrap",medium,yes,
573,aeronautical raw metallic materials,"aluminium, wrought alloy",medium,yes,
574,aeronautical raw metallic materials,copper-rich materials,medium,yes,
575,aeronautical raw metallic materials,scrap aluminium,medium,yes,
576,aeronautical raw metallic materials,"aluminium, cast alloy",medium,yes,
577,aeroplanes,"aircraft, passenger, long haul",high,yes,
578,aeroplanes,"aircraft, passenger, very short haul",high,yes,
579,aeroplanes,"transport, passenger aircraft, unspecified",no,no,
580,aeroplanes,"aircraft, passenger, medium haul",high,yes,
581,aeroplanes,"aircraft, passenger, short haul",high,yes,
582,aerosol,"ozone, liquid",no,no,
583,aerosol,blast furnace dust,no,no,
584,aerosol,basic oxygen furnace dust,no,no,
585,aerosol,coating powder,no,no,
586,aerosol,"sulfur dioxide, liquid",no,no,
587,aerosol cans,used beverage cans,no,no,
588,aerosol cans,"ozone, liquid",no,no,
589,aerosol cans,"soda ash, light",no,no,
590,aerosol cans,"dust collector, electrostatic precipitator, for domestic use",no,no,
591,aerosol cans,"soda ash, dense",no,no,
592,aerosol valves,"air filter, in exhaust air valve",no,no,
593,aerosol valves,used air filter in exhaust air valve,no,no,
594,aerosol valves,"exhaust air valve, in-wall housing, plastic/steel, DN 125",no,no,
595,aerosol valves,"venting of argon, crude, liquid",no,no,
596,aerosol valves,"used exhaust air valve in-wall housing, plastic/steel",no,no,
597,aerospace raw metallic materials,"aluminium, in mixed metal scrap",medium,yes,
598,aerospace raw metallic materials,"aluminium, wrought alloy",medium,yes,
599,aerospace raw metallic materials,"aluminium, cast alloy",medium,yes,
600,aerospace raw metallic materials,"aluminium scrap, post-consumer, prepared for melting",medium,yes,
601,aerospace raw metallic materials,scrap aluminium,medium,yes,
602,agar agar powder,"sodium aluminate, powder",no,no,
603,agar agar powder,coating powder,no,no,
604,agar agar powder,"aluminium sulfate, powder",no,no,
605,agar agar powder,"sodium silicate, spray powder, 80%",no,no,
606,agar agar powder,sodium silver thiosulfate,no,no,
607,agave syrup,"sugar, from sugarcane",no,no,
608,agave syrup,"sugar, from sugar beet",no,no,
609,agave syrup,sugarcane,no,no,
610,agave syrup,sodium silver thiosulfate,no,no,
611,agave syrup,"fava bean, organic",no,no,
612,aged cheeses,"cheese, from cow milk, fresh, unripened",high,yes,
613,aged cheeses,dairy,no,no,
614,agen prune juice,zinc concentrate,no,no,
615,agen prunes,Distiller's Dried Grains with Solubles,no,no,
616,agen prunes,cucumber,no,no,
617,agen prunes,lettuce,no,no,
618,agitator tanks,"tanker, for petroleum",no,no,
619,agitator tanks,liquid manure tank trailer,no,no,
620,agitator tanks,hot water tank factory,no,no,
621,agitator tanks,barge tanker,no,no,
622,agitator tanks,"tanker, for liquefied natural gas",no,no,
623,agitators for wastewater treatment,"wastewater treatment facility, capacity 1.6E8l/year",no,no,
624,agitators for wastewater treatment,"wastewater treatment facility, capacity 1E9l/year",no,no,
625,agitators for wastewater treatment,"wastewater treatment facility, capacity 5E9l/year",no,no,
626,agitators for wastewater treatment,"wastewater treatment facility, capacity 1.1E10l/year",no,no,
627,agitators for wastewater treatment,ion-exchanger for water treatment,no,no,
628,agricultural bikes,"tractor, 4-wheel, agricultural",no,no,
629,agricultural bikes,agricultural trailer,no,no,
630,agricultural bikes,bicycle,no,no,
631,agricultural bikes,"agricultural machinery, unspecified",no,no,
632,agricultural bikes,used bicycle,no,no,
633,agricultural canvas,"agricultural machinery, unspecified",no,no,
634,agricultural canvas,agricultural trailer,no,no,
635,agricultural canvas,"packing, clay product",no,no,
636,agricultural canvas,planting,no,no,
637,agricultural canvas,"paper, woodcontaining, lightweight coated",no,no,
638,agricultural conveyor,conveyor belt,medium,yes,
639,agricultural conveyor,"agricultural machinery, unspecified",no,no,
640,agricultural conveyor,"transport, freight, conveyor belt",medium,yes,
641,agricultural conveyor,"agricultural machinery, tillage",no,no,
642,agricultural conveyor,"transport, tractor and trailer, agricultural",no,no,
643,agricultural diesel fuel,"diesel, burned in agricultural machinery",high,yes,
644,agricultural diesel fuel,diesel,medium,yes,
645,agricultural diesel fuel,"diesel, burned in diesel-electric generating set, 10MW, for oil and gas extraction",medium,yes,
646,agricultural diesel fuel,"diesel, low-sulfur",medium,yes,
647,agricultural diesel fuel,"diesel, burned in diesel-electric generating set, 10MW",medium,yes,
648,agricultural lubricants,lubricating oil,high,yes,
649,agricultural lubricants,"agricultural machinery, unspecified",no,no,
650,agricultural lubricants,used vegetable cooking oil,no,no,
651,agricultural lubricants,"cottonseed oil, crude",no,no,
652,agricultural lubricants,"diesel, burned in agricultural machinery",no,no,
653,agricultural nets,"agricultural machinery, unspecified",no,no,
654,agricultural nets,irrigation,no,no,
655,agricultural nets,"agricultural machinery, tillage",no,no,
656,agricultural nets,"harvesting, forestry harvester",no,no,
657,agricultural nets,"tractor, 4-wheel, agricultural",no,no,
658,agricultural sheds,shed,high,yes,
659,agricultural sheds,agricultural trailer,no,no,
660,agricultural sheds,"shed, large, wood, non-insulated, fire-unprotected",high,yes,
661,agricultural sheds,"tillage, ploughing",no,no,
662,agricultural sheds,"agricultural machinery, tillage",no,no,
663,agricultural springs,agricultural trailer,no,no,
664,agricultural springs,"agricultural machinery, unspecified",no,no,
665,agricultural springs,"tractor, 4-wheel, agricultural",no,no,
666,agricultural springs,"potato seed, at farm",no,no,
667,agricultural springs,"maize seed, at farm",no,no,
668,agricultural twine,agricultural trailer,no,no,
669,agricultural twine,"agricultural machinery, unspecified",no,no,
670,agricultural twine,"potato seed, at farm",no,no,
671,agricultural twine,"wheat grain, feed",no,no,
672,agricultural twine,"potato seed, organic, at farm",no,no,
673,agriculture hoses,irrigation,no,no,
674,agriculture hoses,"agricultural machinery, unspecified",no,no,
675,agriculture hoses,"agricultural machinery, tillage",no,no,
676,agriculture hoses,agricultural trailer,no,no,
677,agriculture hoses,"manure, liquid, cattle",no,no,
678,agrochemicals,"chemical factory, organics",no,no,
679,agrochemicals,chemical factory,no,no,
680,agrochemicals,"mine infrastructure, potash salt",no,no,
681,agrochemicals,"mine infrastructure, gold-silver-zinc-lead-copper",no,no,
682,agrochemicals,"phosphoric acid factory, fertiliser grade",no,no,
683,air bag,vacuum cleaner,no,no,
684,air bag,air separation facility,no,no,
685,air bag,airport,no,no,
686,air bag,paper sack,no,no,
687,air bag,"thermal energy storage, for adiabatic compressed air energy storage",no,no,
688,air balloons,helium,no,no,
689,air balloons,"helium, crude",no,no,
690,air cargo pallets,"aircraft, belly freight, short haul",no,no,
691,air cargo pallets,"aircraft, belly freight, long haul",no,no,
692,air cargo pallets,"aircraft, belly freight, very short haul",no,no,
693,air cargo pallets,"aircraft, belly freight, medium haul",no,no,
694,air cargo pallets,"aircraft, dedicated freight, long haul",no,no,
695,air chain hoists,air separation facility,no,no,
696,air chain hoists,ventilation components factory,no,no,
697,air circulators,"ventilation system, central, 1 x 720 m3/h, polyethylene ducts, with earth tube heat exchanger",no,no,
698,air circulators,"ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts, with earth tube heat exchanger",no,no,
699,air circulators,"ventilation system, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger",no,no,
700,air circulators,"ventilation system, decentralized, 6 x 120 m3/h, steel ducts, with earth tube heat exchanger",no,no,
701,air circulators,"ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts",no,no,
702,air cleaners,vacuum cleaner,no,no,
703,air cleaners,air separation facility,no,no,
704,air cleaners,"air filter, decentralized unit, 250 m3/h",high,yes,
705,air cleaners,filter dust from Al electrolysis,no,no,
706,air cleaners,ventilation components factory,no,no,
707,air cleaning,vacuum cleaner,no,no,
708,air cleaning,air separation facility,no,no,
709,air cleaning,"basic oxygen furnace dust, for recovery",no,no,
710,air cleaning,basic oxygen furnace dust,no,no,
711,air cleaning,filter dust from Al electrolysis,no,no,
712,air compressor,"air compressor, screw-type compressor, 300kW",high,yes,
713,air compressor,"air compressor, screw-type compressor, 4kW",high,yes,
714,air compressor,"gas turbine, 80MW, for compressed air energy storage",no,no,
715,air compressor,"compressed air, 800 kPa gauge",no,no,
716,air compressor,"compressed air energy storage plant, 200 MW electrical",no,no,
717,air conditioner,"blower and heat exchange unit, Avent E 97",no,no,
718,air conditioner,used blower and heat exchange unit Avent E 97,no,no,
719,air conditioner,air separation facility,no,no,
720,air conditioner,used blower and heat exchange unit KWLC 1200,no,no,
721,air conditioner,"air filter, decentralized unit, 250 m3/h",no,no,
722,air conditioners for camper vans,"air distribution terminal panel, steel, 120 m3/h",no,no,
723,air conditioners for camper vans,used ventilation control and wiring decentralized unit,no,no,
724,air conditioners for camper vans,"ventilation control and wiring, decentralized unit",no,no,
725,air conditioners for camper vans,"gas turbine, 80MW, for compressed air energy storage",no,no,
726,air conditioners for camper vans,used ventilation control and wiring central unit,no,no,
727,air conditioners for caravans,"used blower and heat exchange unit decentralized, 180-250 m3/h",no,no,
728,air conditioners for caravans,"used blower and heat exchange unit central, 600-1200 m3/h",no,no,
729,air conditioners for caravans,"air filter, decentralized unit, 180-250 m3/h",no,no,
730,air conditioners for caravans,"blower and heat exchange unit, decentralized, 180-250 m3/h",no,no,
731,air conditioners for caravans,"air distribution terminal panel, steel, 120 m3/h",no,no,
732,air conditioners for industrial use,used industrial electronic device,no,no,
733,air conditioners for industrial use,used blower and heat exchange unit Avent E 97,no,no,
734,air conditioners for industrial use,used blower and heat exchange unit Twl-700,no,no,
735,air conditioners for industrial use,used blower and heat exchange unit KWLC 1200,no,no,
736,air conditioners for industrial use,"used blower and heat exchange unit decentralized, 180-250 m3/h",no,no,
737,air conditioners for industrial vehicles,"air filter, decentralized unit, 180-250 m3/h",no,no,
738,air conditioners for industrial vehicles,"air compressor, screw-type compressor, 300kW",no,no,
739,air conditioners for industrial vehicles,"air filter, decentralized unit, 250 m3/h",no,no,
740,air conditioners for industrial vehicles,"air input/output unit, heat and power co-generation unit, 160kW electrical",no,no,
741,air conditioners for industrial vehicles,"used air filter decentralized unit, 180-250 m3/h",no,no,
